"trans_id","lang","translation"
"元岡農協前(1)","en","Motooka Nokyo-mae (JA)"
"元岡農協前(1)","zh-CN","元冈农协前"
"元岡農協前(1)","zh-TW","元岡農協前"
"元岡農協前(1)","ko","모토오카노쿄마에"
"たろう保育園前(1)","ja","たろう保育園前(1)"
"たろう保育園前(1)","ja-Hrkt","たろうほいくえんまえ"
"たろう保育園前(1)","en","Taro Hoikuen-mae(Nursery)"
"たろう保育園前(1)","zh-CN","Taro保育园前"
"たろう保育園前(1)","zh-TW","Taro保育園前"
"たろう保育園前(1)","ko","다로호이쿠엔마에"
"富士見(1)","ja","富士見(1)"
"富士見(1)","ja-Hrkt","ふじみ"
"富士見(1)","en","Fujimi(Fukuoka Pref.)"
"富士見(1)","zh-CN","富士见(福冈县)"
"富士見(1)","zh-TW","富士見(福岡縣)"
"富士見(1)","ko","후지미(후쿠오카현)"
"泉(1)","ja","泉(1)"
"泉(1)","ja-Hrkt","いずみ"
"泉(1)","en","Izumi(Fukuoka Pref.)"
"泉(1)","zh-CN","泉(福冈市)"
"泉(1)","zh-TW","泉(福岡市)"
"泉(1)","ko","이즈미(후쿠오카시)"
"周船寺(1)","ja","周船寺(1)"
"周船寺(1)","ja-Hrkt","すせんじ"
"周船寺(1)","en","Susenji"
"周船寺(1)","zh-CN","周船寺"
"周船寺(1)","zh-TW","週船寺"
"周船寺(1)","ko","스센지"
"周船寺東口(1)","ja","周船寺東口(1)"
"周船寺東口(1)","ja-Hrkt","すせんじひがしぐち"
"周船寺東口(1)","en","Susenji Higasihguchi"
"周船寺東口(1)","zh-CN","周船寺东口"
"周船寺東口(1)","zh-TW","週船寺東口"
"周船寺東口(1)","ko","스센지히가시구치"
"山崎(1)","ja","山崎(1)"
"山崎(1)","ja-Hrkt","やまさき"
"山崎(1)","en","Yamasaki (Fukuoka Pref.)"
"山崎(1)","zh-CN","山崎(福冈县)"
"山崎(1)","zh-TW","山崎(福岡縣)"
"山崎(1)","ko","야마사키(후쿠오카현)"
"北原(1)","ja","北原(1)"
"北原(1)","ja-Hrkt","きたばる"
"北原(1)","en","Kitabaru(Fukuoka Pref.)"
"北原(1)","zh-CN","北原(福冈县)"
"北原(1)","zh-TW","北原(福岡縣)"
"北原(1)","ko","기타바루(후쿠오카현)"
"九大学研都市駅 降車場","ja","九大学研都市駅 降車場"
"九大学研都市駅 降車場","ja-Hrkt","きゅうだいがっけんとしえき"
"九大学研都市駅 降車場","en","Kyudai Gakkentoshi-eki(Kyudai Gakkentoshi Sta.)"
"九大学研都市駅 降車場","zh-CN","九大学研都市站"
"九大学研都市駅 降車場","zh-TW","九大學研都市站"
"九大学研都市駅 降車場","ko","규다이갓켄토시에키"
"九大学研都市駅 3番乗り場","ja","九大学研都市駅 3番乗り場"
"九大学研都市駅 3番乗り場","ja-Hrkt","きゅうだいがっけんとしえき"
"九大学研都市駅 3番乗り場","en","Kyudai Gakkentoshi-eki(Kyudai Gakkentoshi Sta.)"
"九大学研都市駅 3番乗り場","zh-CN","九大学研都市站"
"九大学研都市駅 3番乗り場","zh-TW","九大學研都市站"
"九大学研都市駅 3番乗り場","ko","규다이갓켄토시에키"
"ゲートウェイ(2)","ja","ゲートウェイ(2)"
"ゲートウェイ(2)","ja-Hrkt","げーとうぇい"
"学園通(2)","ja","学園通(2)"
"学園通(2)","ja-Hrkt","がくえんどおり"
"元岡郵便局前(2)","ja","元岡郵便局前(2)"
"元岡郵便局前(2)","ja-Hrkt","もとおかゆうびんきょくまえ"
"元岡郵便局前(2)","en","Motooka Yubinkyoku-mae(Post Office)"
"元岡郵便局前(2)","zh-CN","元冈邮局前"
"元岡郵便局前(2)","zh-TW","元岡郵局前"
"元岡郵便局前(2)","ko","모토오카유빈쿄쿠마에"
"元岡小学校前(2)","ja","元岡小学校前(2)"
"元岡小学校前(2)","ja-Hrkt","もとおかしょうがっこうまえ"
"元岡小学校前(2)","en","Motooka Shogakko-mae(Elem. Sch.)"
"元岡小学校前(2)","zh-CN","元冈小学前"
"元岡小学校前(2)","zh-TW","元岡小學前"
"元岡小学校前(2)","ko","모토오카쇼갓코마에"
"元岡小学校前(1)","ja","元岡小学校前(1)"
"元岡小学校前(1)","ja-Hrkt","もとおかしょうがっこうまえ"
"元岡小学校前(1)","en","Motooka Shogakko-mae(Elem. Sch.)"
"元岡小学校前(1)","zh-CN","元冈小学前"
"元岡小学校前(1)","zh-TW","元岡小學前"
"元岡小学校前(1)","ko","모토오카쇼갓코마에"
"元岡郵便局前(1)","ja","元岡郵便局前(1)"
"元岡郵便局前(1)","ja-Hrkt","もとおかゆうびんきょくまえ"
"元岡郵便局前(1)","en","Motooka Yubinkyoku-mae(Post Office)"
"元岡郵便局前(1)","zh-CN","元冈邮局前"
"元岡郵便局前(1)","zh-TW","元岡郵局前"
"元岡郵便局前(1)","ko","모토오카유빈쿄쿠마에"
"学園通(1)","ja","学園通(1)"
"学園通(1)","ja-Hrkt","がくえんどおり"
"ゲートウェイ(1)","ja","ゲートウェイ(1)"
"ゲートウェイ(1)","ja-Hrkt","げーとうぇい"
"九大東ゲート(2)","ja","九大東ゲート(2)"
"九大東ゲート(2)","ja-Hrkt","きゅうだいひがしげーと"
"九大東ゲート(2)","en","Kyudai Higashi Gate(Univ.)"
"九大東ゲート(2)","zh-CN","九大东门"
"九大東ゲート(2)","zh-TW","九大東門"
"九大東ゲート(2)","ko","규다이히가시게이트"
"九大イーストゾーン(2)","ja","九大イーストゾーン(2)"
"九大イーストゾーン(2)","ja-Hrkt","きゅうだいいーすとぞーん"
"九大イーストゾーン(2)","en","Kyudai East Zone(Univ.)"
"九大イーストゾーン(2)","zh-CN","九大东区"
"九大イーストゾーン(2)","zh-TW","九大東區"
"九大イーストゾーン(2)","ko","규다이이스트존"
"九大中央図書館(2)","ja","九大中央図書館(2)"
"九大中央図書館(2)","ja-Hrkt","きゅきゅうだいちゅうおうとしょかん"
"九大中央図書館(2)","en","Kyudai Chuo Toshokan(Univ. Library)"
"九大中央図書館(2)","zh-CN","九大中央图书馆"
"九大中央図書館(2)","zh-TW","九大中央圖書館"
"九大中央図書館(2)","ko","규다이추오토쇼칸"
"九大中央図書館(1)","ja","九大中央図書館(1)"
"九大中央図書館(1)","ja-Hrkt","きゅきゅうだいちゅうおうとしょかん"
"九大中央図書館(1)","en","Kyudai Chuo Toshokan(Univ. Library)"
"九大中央図書館(1)","zh-CN","九大中央图书馆"
"九大中央図書館(1)","zh-TW","九大中央圖書館"
"九大中央図書館(1)","ko","규다이추오토쇼칸"
"九大イーストゾーン(1)","ja","九大イーストゾーン(1)"
"九大イーストゾーン(1)","ja-Hrkt","きゅうだいいーすとぞーん"
"九大イーストゾーン(1)","en","Kyudai East Zone(Univ.)"
"九大イーストゾーン(1)","zh-CN","九大东区"
"九大イーストゾーン(1)","zh-TW","九大東區"
"九大イーストゾーン(1)","ko","규다이이스트존"
"九大東ゲート(1)","ja","九大東ゲート(1)"
"九大東ゲート(1)","ja-Hrkt","きゅうだいひがしげーと"
"九大東ゲート(1)","en","Kyudai Higashi Gate(Univ.)"
"九大東ゲート(1)","zh-CN","九大东门"
"九大東ゲート(1)","zh-TW","九大東門"
"九大東ゲート(1)","ko","규다이히가시게이트"
"九大学研都市駅 2番乗り場","ja","九大学研都市駅 2番乗り場"
"九大学研都市駅 2番乗り場","ja-Hrkt","きゅうだいがっけんとしえき"
"九大学研都市駅 2番乗り場","en","Kyudai Gakkentoshi-eki(Kyudai Gakkentoshi Sta.)"
"九大学研都市駅 2番乗り場","zh-CN","九大学研都市站"
"九大学研都市駅 2番乗り場","zh-TW","九大學研都市站"
"九大学研都市駅 2番乗り場","ko","규다이갓켄토시에키"
"舞鶴高校入口(2)","ja","舞鶴高校入口(2)"
"舞鶴高校入口(2)","ja-Hrkt","まいずるこうこういりぐち"
"舞鶴高校入口(2)","en","Maizuru Koko Iriguchi (Senior H. Sch.)"
"舞鶴高校入口(2)","zh-CN","舞鹤高中入口"
"舞鶴高校入口(2)","zh-TW","舞鶴高中入口"
"舞鶴高校入口(2)","ko","마이즈루코코이리구치"
"横浜西(2)","ja","横浜西(2)"
"横浜西(2)","ja-Hrkt","よこはまにし"
"横浜西(2)","en","Yokohama Nishi"
"横浜西(2)","zh-CN","横滨西"
"横浜西(2)","zh-TW","橫濱西"
"横浜西(2)","ko","요코하마니시"
"工芸会ワークセンター(2)","ja","工芸会ワークセンター(2)"
"工芸会ワークセンター(2)","ja-Hrkt","こうげかいわーくせんたー"
"工芸会ワークセンター(2)","en","Kogeikai Work Center"
"工芸会ワークセンター(2)","zh-CN","工艺会工作中心"
"工芸会ワークセンター(2)","zh-TW","工藝會工作中心"
"工芸会ワークセンター(2)","ko","고게카이워크센터"
"玄洋高校(2)","ja","玄洋高校(2)"
"玄洋高校(2)","ja-Hrkt","げんようこうこう"
"玄洋高校(2)","en","Genyo Koko (Senior H. Sch.)"
"玄洋高校(2)","zh-CN","玄洋高中"
"玄洋高校(2)","zh-TW","玄洋高中"
"玄洋高校(2)","ko","겐요코코"
"今出(2)","ja","今出(2)"
"今出(2)","ja-Hrkt","いまいで"
"今出(2)","en","Imade(Fukuoka Pref.)"
"今出(2)","zh-CN","今出(福冈县)"
"今出(2)","zh-TW","今出(福岡縣)"
"今出(2)","ko","이마이데(후쿠오카현)"
"桑原西","ja","桑原西"
"桑原西","ja-Hrkt","くわばるにし"
"桑原西","en","Kuwabaru Nishi"
"桑原西","zh-CN","桑原西"
"桑原西","zh-TW","桑原西"
"桑原西","ko","구와바루니시"
"桑原公民館","ja","桑原公民館"
"桑原公民館","ja-Hrkt","くわばるこうみんかん"
"桑原公民館","en","Kuwabaru Kominkan (Public Hall)(Fukuoka Pref.)"
"桑原公民館","zh-CN","桑原公民馆(福冈县)"
"桑原公民館","zh-TW","桑原公民館(福岡縣)"
"桑原公民館","ko","구와바루코민칸(후쿠오카현)"
"桑原東","ja","桑原東"
"桑原東","ja-Hrkt","くわばるひがし"
"桑原東","en","Kuwabaru Higashi"
"桑原東","zh-CN","桑原东"
"桑原東","zh-TW","桑原東"
"桑原東","ko","구와바루히가시"
"九大伊都協奏館","ja","九大伊都協奏館"
"九大伊都協奏館","ja-Hrkt","きゅうだいいときょうそうかん"
"九大伊都協奏館","en","Kyudai Ito Kyosokan (Univ. Stus. Dorm.)"
"九大伊都協奏館","zh-CN","九大伊都协奏馆"
"九大伊都協奏館","zh-TW","九大伊都協奏館"
"九大伊都協奏館","ko","규다이이토쿄소칸"
"九大学研都市駅 4番乗り場","ja","九大学研都市駅 4番乗り場"
"九大学研都市駅 4番乗り場","ja-Hrkt","きゅうだいがっけんとしえき"
"九大学研都市駅 4番乗り場","en","Kyudai Gakkentoshi-eki(Kyudai Gakkentoshi Sta.)"
"九大学研都市駅 4番乗り場","zh-CN","九大学研都市站"
"九大学研都市駅 4番乗り場","zh-TW","九大學研都市站"
"九大学研都市駅 4番乗り場","ko","규다이갓켄토시에키"
"泊北口(2)","ja","泊北口(2)"
"泊北口(2)","ja-Hrkt","とまりきたぐち"
"泊北口(2)","en","Tomari Kitaguchi"
"泊北口(2)","zh-CN","泊北口"
"泊北口(2)","zh-TW","泊北口"
"泊北口(2)","ko","도마리키타구치"
"国際村前","ja","国際村前"
"国際村前","ja-Hrkt","こくさいむらまえ"
"国際村前","en","International Village"
"国際村前","zh-CN","国际村前"
"国際村前","zh-TW","國際村前"
"国際村前","ko","고쿠사이무라마에"
"仏青寮前","ja","仏青寮前"
"仏青寮前","ja-Hrkt","ぶっせいりょうまえ"
"仏青寮前","en","Bussei Dormitory"
"仏青寮前","zh-CN","佛青寮前"
"仏青寮前","zh-TW","佛青寮前"
"仏青寮前","ko","붓세이료마에"
"泊北口(1)","ja","泊北口(1)"
"泊北口(1)","ja-Hrkt","とまりきたぐち"
"泊北口(1)","en","Tomari Kitaguchi"
"泊北口(1)","zh-CN","泊北口"
"泊北口(1)","zh-TW","泊北口"
"泊北口(1)","ko","도마리키타구치"
"今出(1)","ja","今出(1)"
"今出(1)","ja-Hrkt","いまいで"
"今出(1)","en","Imade(Fukuoka Pref.)"
"今出(1)","zh-CN","今出(福冈县)"
"今出(1)","zh-TW","今出(福岡縣)"
"今出(1)","ko","이마이데(후쿠오카현)"
"玄洋高校(1)","ja","玄洋高校(1)"
"玄洋高校(1)","ja-Hrkt","げんようこうこう"
"玄洋高校(1)","en","Genyo Koko (Senior H. Sch.)"
"玄洋高校(1)","zh-CN","玄洋高中"
"玄洋高校(1)","zh-TW","玄洋高中"
"玄洋高校(1)","ko","겐요코코"
"工芸会ワークセンター(1)","ja","工芸会ワークセンター(1)"
"工芸会ワークセンター(1)","ja-Hrkt","こうげかいわーくせんたー"
"工芸会ワークセンター(1)","en","Kogeikai Work Center"
"工芸会ワークセンター(1)","zh-CN","工艺会工作中心"
"工芸会ワークセンター(1)","zh-TW","工藝會工作中心"
"工芸会ワークセンター(1)","ko","고게카이워크센터"
"横浜西(1)","ja","横浜西(1)"
"横浜西(1)","ja-Hrkt","よこはまにし"
"横浜西(1)","en","Yokohama Nishi"
"横浜西(1)","zh-CN","横滨西"
"横浜西(1)","zh-TW","橫濱西"
"横浜西(1)","ko","요코하마니시"
"舞鶴高校入口(1)","ja","舞鶴高校入口(1)"
"舞鶴高校入口(1)","ja-Hrkt","まいずるこうこういりぐち"
"舞鶴高校入口(1)","en","Maizuru Koko Iriguchi (Senior H. Sch.)"
"舞鶴高校入口(1)","zh-CN","舞鹤高中入口"
"舞鶴高校入口(1)","zh-TW","舞鶴高中入口"
"舞鶴高校入口(1)","ko","마이즈루코코이리구치"
"一蘭の森（糸島）","ja","一蘭の森（糸島）"
"一蘭の森（糸島）","ja-Hrkt","いちらんのもり（いとしま）"
"元岡(2)","ja","元岡(2)"
"元岡(2)","ja-Hrkt","もとおか"
"元岡(2)","en","Motooka"
"元岡(2)","zh-CN","元冈"
"元岡(2)","zh-TW","元岡"
"元岡(2)","ko","모토오카"
"山手","ja","山手"
"山手","ja-Hrkt","やまのて"
"山手","en","Yamanote(Nishi-ku, Fukuoka-shi)"
"山手","zh-CN","山手(福冈市西区)"
"山手","zh-TW","山手(福岡市西區)"
"山手","ko","야마노테(후쿠오카시 니시구)"
"元岡(1)","ja","元岡(1)"
"元岡(1)","ja-Hrkt","もとおか"
"元岡(1)","en","Motooka"
"元岡(1)","zh-CN","元冈"
"元岡(1)","zh-TW","元岡"
"元岡(1)","ko","모토오카"
"前原駅北口","ja","前原駅北口"
"前原駅北口","ja-Hrkt","まえばるえききたぐち"
"前原駅北口","en","Maebaru-eki Kitaguchi(Maebaru Sta.)"
"前原駅北口","zh-CN","前原站北口"
"前原駅北口","zh-TW","前原站北口"
"前原駅北口","ko","마에바루에키키타구치"
"丸田池公園前(1)","ja","丸田池公園前(1)"
"丸田池公園前(1)","ja-Hrkt","まるたいけこうえんまえ"
"丸田池公園前(1)","en","Marutaike Koen-mae(Park)"
"丸田池公園前(1)","zh-CN","丸田池公园前"
"丸田池公園前(1)","zh-TW","丸田池公園前"
"丸田池公園前(1)","ko","마루타이케코엔마에"
"伊都文化会館前(1)","ja","伊都文化会館前(1)"
"伊都文化会館前(1)","ja-Hrkt","いとぶんかかいかんまえ"
"伊都文化会館前(1)","en","Ito Bunka-kaikan mae(Culture Hall)"
"伊都文化会館前(1)","zh-CN","伊都文化会馆前"
"伊都文化会館前(1)","zh-TW","伊都文化會館前"
"伊都文化会館前(1)","ko","이토분카카이칸마에"
"糸島農協前(1)","ja","糸島農協前(1)"
"糸島農協前(1)","ja-Hrkt","いとしまのうきようまえ"
"糸島農協前(1)","en","Itoshima Nokyo-mae (JA)"
"糸島農協前(1)","zh-CN","糸岛农协前"
"糸島農協前(1)","zh-TW","糸島農協前"
"糸島農協前(1)","ko","이토시마노쿄마에"
"浦志(1)","ja","浦志(1)"
"浦志(1)","ja-Hrkt","うらし"
"浦志(1)","en","Urashi"
"浦志(1)","zh-CN","浦志"
"浦志(1)","zh-TW","浦志"
"浦志(1)","ko","우라시"
"潤(1)","ja","潤(1)"
"潤(1)","ja-Hrkt","うるう"
"潤(1)","en","Uru"
"潤(1)","zh-CN","润"
"潤(1)","zh-TW","潤"
"潤(1)","ko","우루우"
"産の宮(1)","ja","産の宮(1)"
"産の宮(1)","ja-Hrkt","さんのみや"
"産の宮(1)","en","Sannomiya"
"産の宮(1)","zh-CN","产之宫"
"産の宮(1)","zh-TW","產之宮"
"産の宮(1)","ko","산노미야"
"産の宮北(1)","ja","産の宮北(1)"
"産の宮北(1)","ja-Hrkt","さんのみやきた"
"産の宮北(1)","en","Sannomiya Kita"
"産の宮北(1)","zh-CN","产之宫北"
"産の宮北(1)","zh-TW","產之宮北"
"産の宮北(1)","ko","산노미야키타"
"東風小学校東(1)","ja","東風小学校東(1)"
"東風小学校東(1)","ja-Hrkt","はるかぜしょうがっこうひがし"
"東風小学校東(1)","en","Harukaze Shogakko Higashi(Elem. Sch.)"
"東風小学校東(1)","zh-CN","东风小学东"
"東風小学校東(1)","zh-TW","東風小學東"
"東風小学校東(1)","ko","하루카제쇼갓코히가시"
"東風コミュニティセンター前(1)","ja","東風コミュニティセンター前(1)"
"東風コミュニティセンター前(1)","ja-Hrkt","はるかぜこみゅにてぃせんたーまえ"
"東風コミュニティセンター前(1)","en","Harukaze Community Center-mae(Public Hall)"
"東風コミュニティセンター前(1)","zh-CN","东风社区中心前"
"東風コミュニティセンター前(1)","zh-TW","東風社區中心前"
"東風コミュニティセンター前(1)","ko","하루카제커뮤니티센터마에"
"泊三区(1)","ja","泊三区(1)"
"泊三区(1)","ja-Hrkt","とまりさんく"
"泊三区(1)","en","Tomari 3-ku"
"泊三区(1)","zh-CN","泊三区"
"泊三区(1)","zh-TW","泊三區"
"泊三区(1)","ko","도마리산쿠"
"泊東口(1)","ja","泊東口(1)"
"泊東口(1)","ja-Hrkt","とまりひがしぐち"
"泊東口(1)","en","Tomari Higashiguchi"
"泊東口(1)","zh-CN","泊东口"
"泊東口(1)","zh-TW","泊東口"
"泊東口(1)","ko","도마리히가시구치"
"大塚(1)","ja","大塚(1)"
"大塚(1)","ja-Hrkt","おおつか"
"大塚(1)","en","Otsuka(Itoshima-shi)"
"大塚(1)","zh-CN","大冢(糸岛市)"
"大塚(1)","zh-TW","大塚(糸島市)"
"大塚(1)","ko","오쓰카(이토시마시)"
"伊都の湯どころ入口","ja","伊都の湯どころ入口"
"伊都の湯どころ入口","ja-Hrkt","いとのゆどころいりぐち"
"伊都の湯どころ入口","en","Ito-no-yudokoro"
"伊都の湯どころ入口","zh-CN","伊都之汤处入口"
"伊都の湯どころ入口","zh-TW","伊都之湯處入口"
"伊都の湯どころ入口","ko","이토노유도코로이리구치"
"九大ビッグオレンジ(3)","ja","九大ビッグオレンジ(3)"
"九大ビッグオレンジ(3)","ja-Hrkt","きゅうだいびっぐおれんじ"
"大塚(2)","ja","大塚(2)"
"大塚(2)","ja-Hrkt","おおつか"
"大塚(2)","en","Otsuka(Itoshima-shi)"
"大塚(2)","zh-CN","大冢(糸岛市)"
"大塚(2)","zh-TW","大塚(糸島市)"
"大塚(2)","ko","오쓰카(이토시마시)"
"泊東口(2)","ja","泊東口(2)"
"泊東口(2)","ja-Hrkt","とまりひがしぐち"
"泊東口(2)","en","Tomari Higashiguchi"
"泊東口(2)","zh-CN","泊东口"
"泊東口(2)","zh-TW","泊東口"
"泊東口(2)","ko","도마리히가시구치"
"泊三区(2)","ja","泊三区(2)"
"泊三区(2)","ja-Hrkt","とまりさんく"
"泊三区(2)","en","Tomari 3-ku"
"泊三区(2)","zh-CN","泊三区"
"泊三区(2)","zh-TW","泊三區"
"泊三区(2)","ko","도마리산쿠"
"東風コミュニティセンター前(2)","ja","東風コミュニティセンター前(2)"
"東風コミュニティセンター前(2)","ja-Hrkt","はるかぜこみゅにてぃせんたーまえ"
"東風コミュニティセンター前(2)","en","Harukaze Community Center-mae(Public Hall)"
"東風コミュニティセンター前(2)","zh-CN","东风社区中心前"
"東風コミュニティセンター前(2)","zh-TW","東風社區中心前"
"東風コミュニティセンター前(2)","ko","하루카제커뮤니티센터마에"
"東風小学校東(2)","ja","東風小学校東(2)"
"東風小学校東(2)","ja-Hrkt","はるかぜしょうがっこうひがし"
"東風小学校東(2)","en","Harukaze Shogakko Higashi(Elem. Sch.)"
"東風小学校東(2)","zh-CN","东风小学东"
"東風小学校東(2)","zh-TW","東風小學東"
"東風小学校東(2)","ko","하루카제쇼갓코히가시"
"産の宮北(2)","ja","産の宮北(2)"
"産の宮北(2)","ja-Hrkt","さんのみやきた"
"産の宮北(2)","en","Sannomiya Kita"
"産の宮北(2)","zh-CN","产之宫北"
"産の宮北(2)","zh-TW","產之宮北"
"産の宮北(2)","ko","산노미야키타"
"産の宮(2)","ja","産の宮(2)"
"産の宮(2)","ja-Hrkt","さんのみや"
"産の宮(2)","en","Sannomiya"
"産の宮(2)","zh-CN","产之宫"
"産の宮(2)","zh-TW","產之宮"
"産の宮(2)","ko","산노미야"
"潤(2)","ja","潤(2)"
"潤(2)","ja-Hrkt","うるう"
"潤(2)","en","Uru"
"潤(2)","zh-CN","润"
"潤(2)","zh-TW","潤"
"潤(2)","ko","우루우"
"浦志(2)","ja","浦志(2)"
"浦志(2)","ja-Hrkt","うらし"
"浦志(2)","en","Urashi"
"浦志(2)","zh-CN","浦志"
"浦志(2)","zh-TW","浦志"
"浦志(2)","ko","우라시"
"糸島農協前(2)","ja","糸島農協前(2)"
"糸島農協前(2)","ja-Hrkt","いとしまのうきようまえ"
"糸島農協前(2)","en","Itoshima Nokyo-mae (JA)"
"糸島農協前(2)","zh-CN","糸岛农协前"
"糸島農協前(2)","zh-TW","糸島農協前"
"糸島農協前(2)","ko","이토시마노쿄마에"
"伊都文化会館前(2)","ja","伊都文化会館前(2)"
"伊都文化会館前(2)","ja-Hrkt","いとぶんかかいかんまえ"
"伊都文化会館前(2)","en","Ito Bunka-kaikan mae(Culture Hall)"
"伊都文化会館前(2)","zh-CN","伊都文化会馆前"
"伊都文化会館前(2)","zh-TW","伊都文化會館前"
"伊都文化会館前(2)","ko","이토분카카이칸마에"
"丸田池公園前(2)","ja","丸田池公園前(2)"
"丸田池公園前(2)","ja-Hrkt","まるたいけこうえんまえ"
"丸田池公園前(2)","en","Marutaike Koen-mae(Park)"
"丸田池公園前(2)","zh-CN","丸田池公园前"
"丸田池公園前(2)","zh-TW","丸田池公園前"
"丸田池公園前(2)","ko","마루타이케코엔마에"
"周船寺小学校前(1)","ja","周船寺小学校前(1)"
"周船寺小学校前(1)","ja-Hrkt","すせんじしようがつこうまえ"
"周船寺小学校前(1)","en","Susenji Shogakko-mae (Elem. Sch.)"
"周船寺小学校前(1)","zh-CN","周船寺小学前"
"周船寺小学校前(1)","zh-TW","週船寺小學前"
"周船寺小学校前(1)","ko","스센지쇼갓코마에"
"高田（前原）(1)","ja","高田（前原）(1)"
"高田（前原）(1)","ja-Hrkt","たかだ"
"高田（前原）(1)","en","Takada (Itoshima-shi)"
"高田（前原）(1)","zh-CN","高田(糸岛市)"
"高田（前原）(1)","zh-TW","高田(糸島市)"
"波多江小学校前(1)","ja","波多江小学校前(1)"
"波多江小学校前(1)","ja-Hrkt","はたえしょうがっこうまえ"
"波多江小学校前(1)","en","Hatae Shogakko-mae(Elem.Sch.)"
"波多江小学校前(1)","zh-CN","波多江小学前"
"波多江小学校前(1)","zh-TW","波多江小學前"
"波多江小学校前(1)","ko","하타에쇼갓코마에"
"東風小学校入口(1)","ja","東風小学校入口(1)"
"東風小学校入口(1)","ja-Hrkt","はるかぜしょうがっこういりぐち"
"東風小学校入口(1)","en","Yunoura"
"東風小学校入口(1)","zh-CN","汤野浦"
"東風小学校入口(1)","zh-TW","湯野浦"
"東風小学校入口(1)","ko","유노우라"
"志登(1)","ja","志登(1)"
"志登(1)","ja-Hrkt","しと"
"志登(1)","en","Shito"
"志登(1)","zh-CN","志登"
"志登(1)","zh-TW","志登"
"志登(1)","ko","시토"
"志登(2)","ja","志登(2)"
"志登(2)","ja-Hrkt","しと"
"志登(2)","en","Shito"
"志登(2)","zh-CN","志登"
"志登(2)","zh-TW","志登"
"志登(2)","ko","시토"
"東風小学校入口(2)","ja","東風小学校入口(2)"
"東風小学校入口(2)","ja-Hrkt","はるかぜしょうがっこういりぐち"
"東風小学校入口(2)","en","Yunoura"
"東風小学校入口(2)","zh-CN","汤野浦"
"東風小学校入口(2)","zh-TW","湯野浦"
"東風小学校入口(2)","ko","유노우라"
"波多江小学校前(2)","ja","波多江小学校前(2)"
"波多江小学校前(2)","ja-Hrkt","はたえしょうがっこうまえ"
"波多江小学校前(2)","en","Hatae Shogakko-mae(Elem.Sch.)"
"波多江小学校前(2)","zh-CN","波多江小学前"
"波多江小学校前(2)","zh-TW","波多江小學前"
"波多江小学校前(2)","ko","하타에쇼갓코마에"
"高田（前原）(2)","ja","高田（前原）(2)"
"高田（前原）(2)","ja-Hrkt","たかだ"
"高田（前原）(2)","en","Takada (Itoshima-shi)"
"高田（前原）(2)","zh-CN","高田(糸岛市)"
"高田（前原）(2)","zh-TW","高田(糸島市)"
"周船寺小学校前(2)","ja","周船寺小学校前(2)"
"周船寺小学校前(2)","ja-Hrkt","すせんじしようがつこうまえ"
"周船寺小学校前(2)","en","Susenji Shogakko-mae (Elem. Sch.)"
"周船寺小学校前(2)","zh-CN","周船寺小学前"
"周船寺小学校前(2)","zh-TW","週船寺小學前"
"周船寺小学校前(2)","ko","스센지쇼갓코마에"
"馬場","ja","馬場"
"馬場","ja-Hrkt","ばば"
"馬場","en","Baba"
"馬場","zh-CN","马场"
"馬場","zh-TW","馬場"
"馬場","ko","바바"
"松隈","ja","松隈"
"松隈","ja-Hrkt","まつぐま"
"松隈","en","Matsuguma(Itoshima-shi)"
"松隈","zh-CN","松隈(糸岛市)"
"松隈","zh-TW","松隈(糸島市)"
"松隈","ko","마쓰구마(이토시마시)"
"町頭","ja","町頭"
"町頭","ja-Hrkt","まちがしら"
"町頭","en","Machigashira(Fukuoka Pref.)"
"町頭","zh-CN","町头(福冈县)"
"町頭","zh-TW","町頭(福岡縣)"
"町頭","ko","마치가시라(후쿠오카현)"
"油比","ja","油比"
"油比","ja-Hrkt","ゆび"
"油比","en","Yubi"
"油比","zh-CN","油比"
"油比","zh-TW","油比"
"油比","ko","유비"
"新田（前原市）","ja","新田（前原市）"
"新田（前原市）","ja-Hrkt","しんでん"
"新田（前原市）","en","Shinden(Fukuoka Pref.)"
"新田（前原市）","zh-CN","新田(福冈县)"
"新田（前原市）","zh-TW","新田(福岡縣)"
"新田（前原市）","ko","신덴(후쿠오카현)"
"医師会病院前","ja","医師会病院前"
"医師会病院前","ja-Hrkt","いしかいびょういんまえ"
"医師会病院前","en","Ishikai Byoin-mae (HP)"
"医師会病院前","zh-CN","医师会医院前"
"医師会病院前","zh-TW","醫師會醫院前"
"医師会病院前","ko","이시카이뵤인마에"
"吉原橋(2)","ja","吉原橋(2)"
"吉原橋(2)","ja-Hrkt","よしはらばし"
"吉原橋(2)","en","Yoshihara-bashi(Br.)(Itoshima-shi)"
"吉原橋(2)","zh-CN","吉原桥(糸岛市)"
"吉原橋(2)","zh-TW","吉原橋(糸島市)"
"吉原橋(2)","ko","요시하라바시(이토시마시)"
"前原コミュニティセンター前(2)","ja","前原コミュニティセンター前(2)"
"前原コミュニティセンター前(2)","ja-Hrkt","まえばるこみゅにてぃせんたーまえ"
"前原コミュニティセンター前(2)","en","Maebaru Community Center-mae(Public Hall)"
"前原コミュニティセンター前(2)","zh-CN","前原社区中心前"
"前原コミュニティセンター前(2)","zh-TW","前原社區中心前"
"前原コミュニティセンター前(2)","ko","마에바루커뮤니티센터마에"
